Protein1,Protein2
sp|Q9VHV5|ARL8_DROME,XBmRNA30263|XBXL10_1g16146
tr|Q7JVK1|Q7JVK1_DROME,XBmRNA24790|XBXL10_1g13078
sp|O97067|PTH2_DROME,XBmRNA13958|XBXL10_1g7406
tr|Q9VTU2|Q9VTU2_DROME,XBmRNA44822|XBXL10_1g23964
tr|Q9VIZ1|Q9VIZ1_DROME,XBmRNA2202|XBXL10_1g1329
tr|Q9VPR1|Q9VPR1_DROME,XBmRNA21469|XBXL10_1g11441
sp|Q9VU70|TTC36_DROME,XBmRNA58729|XBXL10_1g31064
sp|Q9NHD5|SAN_DROME,XBmRNA11365|XBXL10_1g6083
sp|Q06849|ARL2_DROME,XBmRNA33369|XBXL10_1g18072
sp|P46222|RL11_DROME,XBmRNA13921|XBXL10_1g7388
tr|Q7JW03|Q7JW03_DROME,XBmRNA24351|XBXL10_1g12886
tr|Q9VJ11|Q9VJ11_DROME,XBmRNA40877|XBXL10_1g21996
sp|Q8IR45|BORC8_DROME,XBmRNA8694|XBXL10_1g4677
sp|P17719|DYR_DROME,XBmRNA5521|XBXL10_1g3053
tr|Q8INX1|Q8INX1_DROME,XBmRNA59213|XBXL10_1g31304
tr|O96692|O96692_DROME,XBmRNA72079|XBXL10_1g38154
tr|Q9VPX5|Q9VPX5_DROME,XBgroup189
sp|P61209|ARF1_DROME,XBmRNA53887|XBXL10_1g28679
tr|Q9VSR5|Q9VSR5_DROME,XBmRNA74744|XBXL10_1g39734
sp|Q9VND8|RHEB_DROME,XBmRNA50055|XBXL10_1g26781
sp|P12426|APT_DROME,XBmRNA34320|XBXL10_1g18655
tr|Q9V3Q0|Q9V3Q0_DROME,XBmRNA68201|XBXL10_1g36062
sp|Q9VSF3|UBC2M_DROME,XBmRNA63356|XBXL10_1g33569
sp|P25160|ARL1_DROME,XBmRNA23251|XBXL10_1g12432
tr|M9PI14|M9PI14_DROME,XBmRNA46862|XBXL10_1g25098
tr|A1Z7R9|A1Z7R9_DROME,XBmRNA58248|XBXL10_1g30854
tr|Q9VC28|Q9VC28_DROME,XBmRNA34572|XBXL10_1g18748
tr|Q9W4I3|Q9W4I3_DROME,XBmRNA19531|XBXL10_1g10448
sp|P40945|ARF2_DROME,XBgroup122
sp|Q9VXY4|TMA16_DROME,XBmRNA1435|XBXL10_1g940
tr|Q9VSG8|Q9VSG8_DROME,XBmRNA50347|XBXL10_1g26891
tr|Q9VD64|Q9VD64_DROME,XBmRNA61612|XBXL10_1g32632
sp|Q9VYI3|RM49_DROME,XBmRNA33309|XBXL10_1g18040
tr|Q8MKK1|Q8MKK1_DROME,XBmRNA51829|XBXL10_1g27618
tr|Q9VSY8|Q9VSY8_DROME,XBmRNA18752|XBXL10_1g10031
sp|Q59DX8|NAA80_DROME,XBmRNA36720|XBXL10_1g19846
sp|Q9VJ38|RM13_DROME,XBmRNA56059|XBXL10_1g29776
sp|Q8MS27|RM35_DROME,XBmRNA632|XBXL10_1g587
tr|A8Y589|A8Y589_DROME,XBmRNA51456|XBXL10_1g27439
sp|Q9W2H1|TM2D1_DROME,XBmRNA35250|XBXL10_1g19084
sp|M9MRD5|B9D2_DROME,XBmRNA67239|XBXL10_1g35616
tr|Q9VBW0|Q9VBW0_DROME,XBmRNA42413|XBXL10_1g22759
sp|Q9VVS4|MED11_DROME,XBmRNA8260|XBXL10_1g4438
sp|Q9VLT8|WASC3_DROME,XBmRNA23267|XBXL10_1g12438
tr|A1Z6X6|A1Z6X6_DROME,XBmRNA46413|XBXL10_1g24873
tr|Q9W0Q2|Q9W0Q2_DROME,XBmRNA13329|XBXL10_1g7113
sp|Q9W549|COA8_DROME,XBmRNA67951|XBXL10_1g35940
tr|Q9W0S6|Q9W0S6_DROME,XBmRNA70626|XBXL10_1g37419
sp|P40946|ARF6_DROME,XBmRNA67770|XBXL10_1g35869
sp|Q9VLJ9|RM51_DROME,XBmRNA57097|XBXL10_1g30315
tr|Q9VFB5|Q9VFB5_DROME,XBgroup106
sp|Q9VFB2|RT10_DROME,XBmRNA70546|XBXL10_1g37376
sp|Q9VGS2|TCTP_DROME,XBmRNA15046|XBXL10_1g7956
tr|Q4V6A8|Q4V6A8_DROME,XBmRNA5505|XBXL10_1g3044
tr|Q4QQ12|Q4QQ12_DROME,XBmRNA23739|XBXL10_1g12660
tr|Q9VAP1|Q9VAP1_DROME,XBmRNA34522|XBXL10_1g18729
tr|Q0KI91|Q0KI91_DROME,XBmRNA42952|XBXL10_1g23049
sp|Q9VTC2|BL1S4_DROME,XBmRNA52020|XBXL10_1g27712
sp|Q9V492|MPV17_DROME,XBmRNA46198|XBXL10_1g24745
tr|Q0KI06|Q0KI06_DROME,XBmRNA6941|XBXL10_1g3798
tr|Q8SYG3|Q8SYG3_DROME,XBmRNA19286|XBXL10_1g10323
tr|Q9VMH2|Q9VMH2_DROME,XBgroup255
sp|Q2MGL3|POP7_DROME,XBmRNA27633|XBXL10_1g14824
tr|Q9VXE8|Q9VXE8_DROME,XBmRNA77008|XBXL10_1g40845
tr|Q9VG51|Q9VG51_DROME,XBmRNA66096|XBXL10_1g34984
sp|Q8MKL1|U598_DROME,XBmRNA56325|XBXL10_1g29920
tr|Q7KLX3|Q7KLX3_DROME,XBmRNA65576|XBXL10_1g34696
tr|Q9W1B9|Q9W1B9_DROME,XBmRNA64494|XBXL10_1g34190
tr|Q9VMK8|Q9VMK8_DROME,XBmRNA33169|XBXL10_1g17948
sp|Q7K1Z5|UFC1_DROME,XBmRNA73143|XBXL10_1g38773
tr|Q9VX02|Q9VX02_DROME,XBmRNA4340|XBXL10_1g2492
sp|A1Z9A2|U587_DROME,XBmRNA35611|XBXL10_1g19268
tr|A8DYB1|A8DYB1_DROME,XBmRNA54297|XBXL10_1g28859
tr|Q9VJP9|Q9VJP9_DROME,XBmRNA70662|XBXL10_1g37437
tr|Q9W4Z2|Q9W4Z2_DROME,XBmRNA42499|XBXL10_1g22812
tr|Q8MKJ6|Q8MKJ6_DROME,XBmRNA83080|XBXL10_1g44188
tr|Q9VEM0|Q9VEM0_DROME,XBmRNA43493|XBXL10_1g23329
tr|Q9VP29|Q9VP29_DROME,XBmRNA28659|XBXL10_1g15337
tr|Q8T0T9|Q8T0T9_DROME,XBmRNA65630|XBXL10_1g34722
sp|Q9GU68|IF5A_DROME,XBmRNA44881|XBXL10_1g23988
sp|Q8IQ13|EIF1A_DROME,XBmRNA33884|XBXL10_1g18434
tr|Q9VXL4|Q9VXL4_DROME,XBmRNA42599|XBXL10_1g22864
tr|Q7KNM2|Q7KNM2_DROME,XBgroup218
tr|Q9V9M7|Q9V9M7_DROME,XBmRNA15923|XBXL10_1g8411
sp|Q9VGP0|DTD_DROME,XBmRNA42833|XBXL10_1g22988
tr|B8A403|B8A403_DROME,XBmRNA27001|XBXL10_1g14319
sp|Q9VTC4|GALL2_DROME,XBmRNA42310|XBXL10_1g22701
tr|Q4QPU3|Q4QPU3_DROME,XBmRNA4784|XBXL10_1g2723
sp|P15357|RS27A_DROME,XBmRNA41941|XBXL10_1g22521
sp|Q9VD92|ARCH_DROME,XBmRNA13878|XBXL10_1g7374
tr|A1ZAW6|A1ZAW6_DROME,XBmRNA33779|XBXL10_1g18358
tr|Q9W199|Q9W199_DROME,XBmRNA14214|XBXL10_1g7566
tr|Q9VHQ0|Q9VHQ0_DROME,XBmRNA42514|XBXL10_1g22816
sp|Q0E9B6|RS11_DROME,XBgroup5
sp|Q9W256|DPOE4_DROME,XBmRNA23024|XBXL10_1g12319
tr|Q9VY41|Q9VY41_DROME,XBmRNA3728|XBXL10_1g2047
sp|Q7K738|UBC10_DROME,XBgroup2
tr|Q9VKW8|Q9VKW8_DROME,XBmRNA8316|XBXL10_1g4476
tr|Q9VIS0|Q9VIS0_DROME,XBmRNA65674|XBXL10_1g34740
tr|Q9W402|Q9W402_DROME,XBmRNA58022|XBXL10_1g30765
sp|Q9VHN3|CDPF1_DROME,XBmRNA21470|XBXL10_1g11442
sp|Q9V3L6|NCBP2_DROME,XBmRNA44693|XBXL10_1g23924
sp|P41094|RS18_DROME,XBmRNA72264|XBXL10_1g38250
tr|B7Z0I5|B7Z0I5_DROME,XBmRNA54676|XBXL10_1g29075
sp|P25153|UBCD6_DROME,XBgroup251
sp|O44437|SMD3_DROME,XBmRNA4664|XBXL10_1g2661
sp|Q03334|RS13_DROME,XBmRNA38995|XBXL10_1g21068
tr|E1JH07|E1JH07_DROME,XBmRNA34155|XBXL10_1g18557
tr|Q9V3L7|Q9V3L7_DROME,XBmRNA72569|XBXL10_1g38419
sp|Q9W021|RM23_DROME,XBmRNA38304|XBXL10_1g20800
tr|Q9VU36|Q9VU36_DROME,XBmRNA59131|XBXL10_1g31258
tr|M9NEW0|M9NEW0_DROME,XBmRNA5731|XBXL10_1g3165
tr|Q9VNZ3|Q9VNZ3_DROME,XBmRNA44412|XBXL10_1g23775
sp|Q94514|COX5A_DROME,XBgroup158
tr|Q2PDX2|Q2PDX2_DROME,XBmRNA34586|XBXL10_1g18754
sp|P62152|CALM_DROME,XBgroup8
sp|P41092|RL27A_DROME,XBgroup195
tr|Q9VVU2|Q9VVU2_DROME,XBmRNA23057|XBXL10_1g12336
tr|Q9VEA1|Q9VEA1_DROME,XBgroup190
sp|Q86BL4|GATC_DROME,XBmRNA4585|XBXL10_1g2625
tr|Q7JZW2|Q7JZW2_DROME,XBmRNA2736|XBXL10_1g1549
sp|Q9W237|RS16_DROME,XBmRNA30661|XBXL10_1g16330
sp|Q9VZD5|RT06_DROME,XBmRNA17034|XBXL10_1g9146
sp|P25867|UBCD1_DROME,XBgroup31
tr|A1ZAD7|A1ZAD7_DROME,XBmRNA4968|XBXL10_1g2807
tr|Q9VYX5|Q9VYX5_DROME,XBmRNA47184|XBXL10_1g25282
sp|Q9XZT7|TAFAB_DROME,XBmRNA16284|XBXL10_1g8649
tr|Q9VVE0|Q9VVE0_DROME,XBmRNA4594|XBXL10_1g2632
sp|Q9VE17|RU1C_DROME,XBmRNA18126|XBXL10_1g9703
tr|Q9VRL1|Q9VRL1_DROME,XBmRNA55568|XBXL10_1g29530
tr|O97454|O97454_DROME,XBmRNA82337|XBXL10_1g43740
tr|Q9VCD4|Q9VCD4_DROME,XBmRNA4990|XBXL10_1g2811
tr|A1ZA28|A1ZA28_DROME,XBmRNA13207|XBXL10_1g7050
sp|A8DYY5|RPAP2_DROME,XBmRNA35876|XBXL10_1g19404
sp|Q9VTE5|PFD2_DROME,XBmRNA73169|XBXL10_1g38790
sp|Q8T3U2|RS23_DROME,XBgroup114
tr|A2VER2|A2VER2_DROME,XBmRNA51058|XBXL10_1g27263
tr|A1Z7W3|A1Z7W3_DROME,XBmRNA13739|XBXL10_1g7302
tr|Q9VQD7|Q9VQD7_DROME,XBmRNA30598|XBXL10_1g16292
tr|Q8SZ87|Q8SZ87_DROME,XBmRNA55242|XBXL10_1g29393
tr|Q9VDC3|Q9VDC3_DROME,XBgroup138
sp|Q8INQ7|KTAP2_DROME,XBmRNA69871|XBXL10_1g37032
sp|P08985|H2AV_DROME,XBgroup18
sp|P48159|RL23_DROME,XBgroup231
tr|Q9VZT2|Q9VZT2_DROME,XBmRNA3905|XBXL10_1g2132
sp|Q9V452|CHRC_DROME,XBmRNA56191|XBXL10_1g29857
tr|A2VEK1|A2VEK1_DROME,XBmRNA8696|XBXL10_1g4678
sp|Q9VEA5|RPB4_DROME,XBmRNA45208|XBXL10_1g24165
tr|Q9VC65|Q9VC65_DROME,XBmRNA67390|XBXL10_1g35699
tr|A4V381|A4V381_DROME,XBmRNA25491|XBXL10_1g13434
tr|A1Z8I0|A1Z8I0_DROME,XBmRNA34323|XBXL10_1g18657
tr|Q86BM8|Q86BM8_DROME,XBmRNA75307|XBXL10_1g40035
tr|Q0KI15|Q0KI15_DROME,XBmRNA10179|XBXL10_1g5452
tr|Q9VW41|Q9VW41_DROME,XBmRNA17258|XBXL10_1g9241
sp|P02299|H3_DROME,XBgroup45
tr|Q8SYQ8|Q8SYQ8_DROME,XBmRNA13003|XBXL10_1g6944
sp|P20348|JANA_DROME,XBmRNA64498|XBXL10_1g34194
sp|P04359|RL32_DROME,XBmRNA41311|XBXL10_1g22223
sp|Q9V3H8|NXT1_DROME,XBmRNA23486|XBXL10_1g12556
tr|Q4QQ01|Q4QQ01_DROME,XBmRNA39086|XBXL10_1g21103
tr|Q9W2M8|Q9W2M8_DROME,XBmRNA7974|XBXL10_1g4297
sp|P17704|RS17_DROME,XBgroup130
sp|Q24320|RPAB2_DROME,XBmRNA41016|XBXL10_1g22062
tr|Q9W229|Q9W229_DROME,XBmRNA58062|XBXL10_1g30778
sp|Q8T3X9|ISCA1_DROME,XBmRNA3934|XBXL10_1g2144
sp|P48149|RS15A_DROME,XBmRNA82481|XBXL10_1g43819
tr|Q9VBU4|Q9VBU4_DROME,XBmRNA65768|XBXL10_1g34784
tr|A0A0S0WGS4|A0A0S0WGS4_DROME,XBmRNA29413|XBXL10_1g15745
sp|P36958|RPB9_DROME,XBmRNA66780|XBXL10_1g35379
sp|Q9V6Y3|RT16_DROME,XBmRNA59277|XBXL10_1g31344
tr|Q9VWI3|Q9VWI3_DROME,XBmRNA40344|XBXL10_1g21754
sp|Q9V444|DPOE3_DROME,XBmRNA64465|XBXL10_1g34177
sp|P18101|RL40_DROME,XBgroup196
tr|Q7JV61|Q7JV61_DROME,XBmRNA39179|XBXL10_1g21148
sp|Q9U3Z7|NH2L1_DROME,XBmRNA40702|XBXL10_1g21916
tr|Q9VPN3|Q9VPN3_DROME,XBmRNA42803|XBXL10_1g22975
sp|Q9V8I2|LTOR2_DROME,XBmRNA72967|XBXL10_1g38665
sp|Q9VU02|SMD1_DROME,XBgroup146
sp|Q9V597|RL31_DROME,XBgroup36
sp|Q9VP65|TR112_DROME,XBmRNA37992|XBXL10_1g20636
sp|P02283|H2B_DROME,XBmRNA83174|XBXL10_1g44249
sp|Q9VLP3|MSS4_DROME,XBmRNA18436|XBXL10_1g9866
sp|Q9XZF0|YIPP_DROME,XBgroup128
sp|Q9VRV7|SF3B6_DROME,XBmRNA45773|XBXL10_1g24465
tr|Q9W2S2|Q9W2S2_DROME,XBmRNA32343|XBXL10_1g17560
sp|Q9VZL6|LTOR4_DROME,XBmRNA31967|XBXL10_1g17252
tr|Q9W114|Q9W114_DROME,XBmRNA57739|XBXL10_1g30639
tr|Q9VD81|Q9VD81_DROME,XBmRNA24410|XBXL10_1g12903
sp|Q8SZ16|SDHF3_DROME,XBmRNA54351|XBXL10_1g28895
sp|Q9V8F3|GSKIP_DROME,XBmRNA67686|XBXL10_1g35819
tr|Q9VET3|Q9VET3_DROME,XBmRNA45954|XBXL10_1g24578
sp|Q9VI10|SMD2_DROME,XBmRNA66695|XBXL10_1g35340
tr|Q9VJJ1|Q9VJJ1_DROME,XBmRNA50856|XBXL10_1g27169
sp|Q9VTJ8|TIM14_DROME,XBmRNA49995|XBXL10_1g26741
tr|Q9VQZ5|Q9VQZ5_DROME,XBmRNA2985|XBXL10_1g1672
sp|P18930|NU3M_DROME,XBmRNA101830|XBXL10_1g44452
tr|Q9VIM4|Q9VIM4_DROME,XBmRNA49931|XBXL10_1g26715
sp|Q9Y0V3|T10B_DROME,XBmRNA21237|XBXL10_1g11318
tr|Q7JWD6|Q7JWD6_DROME,XBgroup60
sp|Q9VJE4|RPB11_DROME,XBgroup168
tr|A8DYT6|A8DYT6_DROME,XBmRNA56672|XBXL10_1g30108
tr|Q9VQM2|Q9VQM2_DROME,XBmRNA21043|XBXL10_1g11201
sp|Q9TVQ5|SPT4H_DROME,XBgroup29
sp|P49630|RL36_DROME,XBgroup22
tr|Q0KI89|Q0KI89_DROME,XBmRNA70901|XBXL10_1g37557
sp|P13008|RS26_DROME,XBmRNA15227|XBXL10_1g8059
sp|Q9W2X7|YPL1_DROME,XBmRNA19077|XBXL10_1g10201
tr|Q7JWH5|Q7JWH5_DROME,XBmRNA45446|XBXL10_1g24268
sp|Q9VLM5|DAD1_DROME,XBmRNA9374|XBXL10_1g5010
tr|A0A0B4KEY8|A0A0B4KEY8_DROME,XBmRNA65551|XBXL10_1g34676
sp|Q9VTU1|APG12_DROME,XBmRNA63529|XBXL10_1g33639
sp|Q94524|DYLT_DROME,XBmRNA43477|XBXL10_1g23319
tr|E1JIY8|E1JIY8_DROME,XBmRNA2930|XBXL10_1g1651
sp|Q9VMC8|PHF5A_DROME,XBmRNA40972|XBXL10_1g22040
sp|Q9VZS3|ETIF1_DROME,XBgroup244
tr|Q9VJI7|Q9VJI7_DROME,XBgroup6
tr|Q9W3D4|Q9W3D4_DROME,XBmRNA54827|XBXL10_1g29166
sp|P48375|FKB12_DROME,XBmRNA80257|XBXL10_1g42684
tr|A1ZBX4|A1ZBX4_DROME,XBmRNA82376|XBXL10_1g43767
sp|Q9W5E1|RBX1A_DROME,XBmRNA40804|XBXL10_1g21962
sp|Q9VE04|RM55_DROME,XBmRNA49954|XBXL10_1g26723
sp|P52656|T2AG_DROME,XBgroup49
tr|A1ZBV5|A1ZBV5_DROME,XBmRNA61602|XBXL10_1g32629
tr|Q9VF98|Q9VF98_DROME,XBmRNA68277|XBXL10_1g36089
sp|Q9VIZ0|RPAC2_DROME,XBmRNA66548|XBXL10_1g35261
sp|Q24337|ER_DROME,XBmRNA70017|XBXL10_1g37125
tr|Q8IMX8|Q8IMX8_DROME,XBmRNA36926|XBXL10_1g19956
sp|P84040|H4_DROME,XBgroup220
tr|E1JIX4|E1JIX4_DROME,XBmRNA64509|XBXL10_1g34198
tr|Q0KI97|Q0KI97_DROME,XBmRNA36224|XBXL10_1g19578
sp|Q7KU86|URM1_DROME,XBmRNA71068|XBXL10_1g37633
tr|Q7JZN0|Q7JZN0_DROME,XBmRNA51376|XBXL10_1g27399
tr|Q7KMS3|Q7KMS3_DROME,XBmRNA39257|XBXL10_1g21196
tr|Q9VR00|Q9VR00_DROME,XBmRNA22627|XBXL10_1g12132
tr|Q9VTW6|Q9VTW6_DROME,XBgroup157
tr|Q7PL91|Q7PL91_DROME,XBmRNA27947|XBXL10_1g15008
tr|Q2PDR0|Q2PDR0_DROME,XBmRNA69868|XBXL10_1g37031
tr|E1JGR4|E1JGR4_DROME,XBmRNA82573|XBXL10_1g43873
tr|B7Z107|B7Z107_DROME,XBmRNA25669|XBXL10_1g13504
tr|Q9VRT7|Q9VRT7_DROME,XBmRNA51276|XBXL10_1g27349
sp|P0C919|MOC2A_DROME,XBmRNA5819|XBXL10_1g3212
sp|Q24117|DYL1_DROME,XBgroup214
sp|Q24297|RUXF_DROME,XBgroup235
sp|P0DKM0|COA3_DROME,XBmRNA74874|XBXL10_1g39793
tr|A1Z933|A1Z933_DROME,XBmRNA79077|XBXL10_1g42059
sp|Q9VGQ9|DPH3_DROME,XBmRNA14571|XBXL10_1g7732
tr|Q9VJG4|Q9VJG4_DROME,XBmRNA21358|XBXL10_1g11366
tr|Q8IPS9|Q8IPS9_DROME,XBmRNA47714|XBXL10_1g25562
sp|Q9VHI4|SF3B5_DROME,XBmRNA47357|XBXL10_1g25359
tr|Q9VPC2|Q9VPC2_DROME,XBmRNA52488|XBXL10_1g27960
tr|Q7KA43|Q7KA43_DROME,XBmRNA74728|XBXL10_1g39725
tr|Q9VBU9|Q9VBU9_DROME,XBmRNA73210|XBXL10_1g38801
sp|Q9VJ33|NEDD8_DROME,XBgroup159
sp|Q8MQI6|ELOF1_DROME,XBgroup129
tr|Q8IQC6|Q8IQC6_DROME,XBmRNA38897|XBXL10_1g21026
tr|Q4QPR8|Q4QPR8_DROME,XBmRNA26245|XBXL10_1g13816
tr|A1Z8J9|A1Z8J9_DROME,XBmRNA73858|XBXL10_1g39177
tr|Q9W2P5|Q9W2P5_DROME,XBgroup236
sp|Q9VM46|SEM1_DROME,XBgroup242
sp|Q9W3T5|SMIM4_DROME,XBmRNA41851|XBXL10_1g22479
sp|Q9VVA8|TM258_DROME,XBmRNA33153|XBXL10_1g17941
sp|Q9VXE0|RUXG_DROME,XBmRNA28914|XBXL10_1g15475
sp|Q24152|CKS1_DROME,XBmRNA4019|XBXL10_1g2178
tr|B7Z018|B7Z018_DROME,XBmRNA43241|XBXL10_1g23209
sp|Q9V998|UBL5_DROME,XBmRNA31471|XBXL10_1g16889
sp|Q9NFZ3|GBGE_DROME,XBmRNA82849|XBXL10_1g44042
sp|Q9W5N2|RL38_DROME,XBgroup192
sp|Q9V668|S61G1_DROME,XBgroup70
sp|Q9W334|RS28_DROME,XBgroup76
tr|A0A0B4KFX0|A0A0B4KFX0_DROME,XBmRNA49593|XBXL10_1g26548
tr|E1JGR3|E1JGR3_DROME,XBmRNA76149|XBXL10_1g40479
sp|Q9W4L1|RM33_DROME,XBmRNA42372|XBXL10_1g22734
tr|B7Z0X7|B7Z0X7_DROME,XBmRNA23277|XBXL10_1g12444
tr|Q6IGE3|Q6IGE3_DROME,XBgroup83
sp|Q9XY35|QCR9_DROME,XBgroup30
sp|O16130|RL39_DROME,XBgroup243
sp|A1Z7U3|OST4_DROME,XBgroup139
